1	is_a	relationship	is_a	0	0	1
63	alpha-1,3-mannosyltransferase activity	molecular_function	0000033	0	0	0
64	adenine deaminase activity	molecular_function	0000034	0	0	0
65	acyl binding	molecular_function	0000035	0	0	0
66	ACP phosphopantetheine attachment site binding involved in fatty acid biosynthetic process	molecular_function	0000036	0	0	0
67	very long-chain fatty acid metabolic process	biological_process	0000038	0	0	0
68	plasma membrane long-chain fatty acid transporter	molecular_function	0000039	1	0	0
69	long-chain fatty acid transporter activity	molecular_function	0005324	0	0	0
70	plasma membrane	cellular_component	0005886	0	0	0
71	low-affinity iron ion transport	biological_process	0000040	0	0	0
72	transition metal ion transport	biological_process	0000041	0	0	0
73	protein targeting to Golgi	biological_process	0000042	0	0	0
74	ascorbate stabilization	biological_process	0000044	1	0	0
75	autophagic vacuole assembly	biological_process	0000045	0	0	0
76	related	synonym_scope	related	0	0	0
77	autophagic vacuole fusion	biological_process	0000046	0	0	0
78	Rieske iron-sulfur protein	molecular_function	0000047	1	0	0
79	electron carrier activity	molecular_function	0009055	0	0	0
80	peptidyltransferase activity	molecular_function	0000048	0	0	0
81	tRNA binding	molecular_function	0000049	0	0	0
82	urea cycle	biological_process	0000050	0	0	0
83	urea cycle intermediate metabolic process	biological_process	0000051	1	0	0
84	citrulline metabolic process	biological_process	0000052	0	0	0
85	argininosuccinate metabolic process	biological_process	0000053	0	0	0
86	ribosomal subunit export from nucleus	biological_process	0000054	0	0	0
87	ribosomal large subunit export from nucleus	biological_process	0000055	0	0	0
88	ribosomal small subunit export from nucleus	biological_process	0000056	0	0	0
89	protein import into nucleus, docking	biological_process	0000059	0	0	0
90	protein import into nucleus, translocation	biological_process	0000060	0	0	0
91	protein import into nucleus, substrate release	biological_process	0000061	0	0	0
92	fatty-acyl-CoA binding	molecular_function	0000062	0	0	0
93	L-ornithine transmembrane transporter activity	molecular_function	0000064	0	0	0
94	mitochondrial ornithine transport	biological_process	0000066	0	0	0
95	DNA replication and chromosome cycle	biological_process	0000067	1	0	0
96	DNA replication	biological_process	0006260	0	0	0
97	chromosome segregation	biological_process	0007059	0	0	0
98	chromosome organization	biological_process	0051276	0	0	0
99	mitotic sister chromatid segregation	biological_process	0000070	0	0	0
100	M phase specific microtubule process	biological_process	0000072	0	0	0
101	spindle pole body separation	biological_process	0000073	0	0	0
102	cell cycle checkpoint	biological_process	0000075	0	0	0
103	DNA replication checkpoint	biological_process	0000076	0	0	0
104	DNA damage checkpoint	biological_process	0000077	0	0	0
105	cell shape checkpoint	biological_process	0000078	0	0	0
106	regulation of cyclin-dependent protein serine/threonine kinase activity	biological_process	0000079	0	0	0
107	G1 phase of mitotic cell cycle	biological_process	0000080	0	0	0
108	G1/S transition of mitotic cell cycle	biological_process	0000082	0	0	0
109	regulation of transcription involved in G1/S phase of mitotic cell cycle	biological_process	0000083	0	0	0
110	S phase of mitotic cell cycle	biological_process	0000084	0	0	0
111	G2 phase of mitotic cell cycle	biological_process	0000085	0	0	0
112	G2/M transition of mitotic cell cycle	biological_process	0000086	0	0	0
113	M phase of mitotic cell cycle	biological_process	0000087	0	0	0
114	mitotic prophase	biological_process	0000088	0	0	0
115	mitotic metaphase	biological_process	0000089	0	0	0
116	mitotic anaphase	biological_process	0000090	0	0	0
117	mitotic anaphase A	biological_process	0000091	0	0	0
118	mitotic anaphase B	biological_process	0000092	0	0	0
119	mitotic telophase	biological_process	0000093	0	0	0
120	septin assembly and septum formation	biological_process	0000094	1	0	0
121	barrier septum assembly	biological_process	0000917	0	0	0
122	barrier septum site selection	biological_process	0000918	0	0	0
123	septin ring assembly	biological_process	0000921	0	0	0
124	S-adenosyl-L-methionine transmembrane transporter activity	molecular_function	0000095	0	0	0
125	sulfur amino acid metabolic process	biological_process	0000096	0	0	0
126	sulfur amino acid biosynthetic process	biological_process	0000097	0	0	0
127	sulfur amino acid catabolic process	biological_process	0000098	0	0	0
128	sulfur amino acid transmembrane transporter activity	molecular_function	0000099	0	0	0
129	S-methylmethionine transmembrane transporter activity	molecular_function	0000100	0	0	0
130	sulfur amino acid transport	biological_process	0000101	0	0	0
131	L-methionine secondary active transmembrane transporter activity	molecular_function	0000102	0	0	0
132	sulfate assimilation	biological_process	0000103	0	0	0
133	succinate dehydrogenase activity	molecular_function	0000104	0	0	0
134	histidine biosynthetic process	biological_process	0000105	0	0	0
135	imidazoleglycerol-phosphate synthase activity	molecular_function	0000107	0	0	0
136	repairosome	cellular_component	0000108	1	0	0
137	obsolete_cellular_component	cellular_component	obsolete_cellular_component	1	0	0
138	nucleotide-excision repair complex	cellular_component	0000109	0	0	0
139	nucleotide-excision repair factor 1 complex	cellular_component	0000110	0	0	0
140	nucleotide-excision repair factor 2 complex	cellular_component	0000111	0	0	0
141	nucleotide-excision repair factor 3 complex	cellular_component	0000112	0	0	0
142	nucleotide-excision repair factor 4 complex	cellular_component	0000113	0	0	0
143	regulation of transcription involved in G1 phase of mitotic cell cycle	biological_process	0000114	0	0	0
144	regulation of transcription involved in S phase of mitotic cell cycle	biological_process	0000115	0	0	0
145	regulation of transcription involved in G2-phase of mitotic cell cycle	biological_process	0000116	0	0	0
146	regulation of transcription involved in G2/M transition of mitotic cell cycle	biological_process	0000117	0	0	0
147	histone deacetylase complex	cellular_component	0000118	0	0	0
148	RNA polymerase I transcription factor complex	cellular_component	0000120	0	0	0
149	glycerol-1-phosphatase activity	molecular_function	0000121	0	0	0
150	negative regulation of transcription from RNA polymerase II promoter	biological_process	0000122	0	0	0
151	histone acetyltransferase complex	cellular_component	0000123	0	0	0
152	SAGA complex	cellular_component	0000124	0	0	0
153	PCAF complex	cellular_component	0000125	0	0	0
154	transcription factor TFIIIB complex	cellular_component	0000126	0	0	0
155	transcription factor TFIIIC complex	cellular_component	0000127	0	0	0
156	flocculation	biological_process	0000128	0	0	0
157	incipient cellular bud site	cellular_component	0000131	0	0	0
158	establishment of mitotic spindle orientation	biological_process	0000132	0	0	0
159	polarisome	cellular_component	0000133	0	0	0
160	alpha-1,6-mannosyltransferase complex	cellular_component	0000136	0	0	0
161	Golgi cis cisterna	cellular_component	0000137	0	0	0
162	Golgi trans cisterna	cellular_component	0000138	0	0	0
163	Golgi membrane	cellular_component	0000139	0	0	0
164	acylglycerone-phosphate reductase activity	molecular_function	0000140	0	0	0
165	cellular bud neck contractile ring	cellular_component	0000142	0	0	0
166	cellular bud neck septin ring	cellular_component	0000144	0	0	0
167	exocyst	cellular_component	0000145	0	0	0
168	microfilament motor activity	molecular_function	0000146	0	0	0
169	actin cortical patch assembly	biological_process	0000147	0	0	0
170	1,3-beta-D-glucan synthase complex	cellular_component	0000148	0	0	0
171	SNARE binding	molecular_function	0000149	0	0	0
172	recombinase activity	molecular_function	0000150	0	0	0
173	ubiquitin ligase complex	cellular_component	0000151	0	0	0
174	nuclear ubiquitin ligase complex	cellular_component	0000152	0	0	0
175	cytoplasmic ubiquitin ligase complex	cellular_component	0000153	0	0	0
176	rRNA modification	biological_process	0000154	0	0	0
177	phosphorelay sensor kinase activity	molecular_function	0000155	0	0	0
178	phosphorelay response regulator activity	molecular_function	0000156	0	0	0
179	protein phosphatase type 2A complex	cellular_component	0000159	0	0	0
180	phosphorelay signal transduction system	biological_process	0000160	0	0	0
181	MAPK cascade involved in osmosensory signaling pathway	biological_process	0000161	0	0	0
182	tryptophan biosynthetic process	biological_process	0000162	0	0	0
183	protein phosphatase type 1 complex	cellular_component	0000164	0	0	0
184	MAPK cascade	biological_process	0000165	0	0	0
185	nucleotide binding	molecular_function	0000166	0	0	0
186	activation of MAPKKK activity involved in osmosensory signaling pathway	biological_process	0000167	0	0	0
187	activation of MAPKK activity involved in osmosensory signaling pathway	biological_process	0000168	0	0	0
188	activation of MAPK activity involved in osmosensory signaling pathway	biological_process	0000169	0	0	0
189	sphingosine hydroxylase activity	molecular_function	0000170	0	0	0
190	ribonuclease MRP activity	molecular_function	0000171	0	0	0
191	ribonuclease MRP complex	cellular_component	0000172	0	0	0
192	inactivation of MAPK activity involved in osmosensory signaling pathway	biological_process	0000173	0	0	0
193	inactivation of MAPK (mating sensu Saccharomyces)	biological_process	0000174	1	0	0
194	pheromone-dependent signal transduction involved in conjugation with cellular fusion	biological_process	0000750	0	0	0
195	3'-5'-exoribonuclease activity	molecular_function	0000175	0	0	0
196	nuclear exosome (RNase complex)	cellular_component	0000176	0	0	0
197	cytoplasmic exosome (RNase complex)	cellular_component	0000177	0	0	0
198	exosome (RNase complex)	cellular_component	0000178	0	0	0
199	rRNA (adenine-N6,N6-)-dimethyltransferase activity	molecular_function	0000179	0	0	0
200	cytosolic large ribosomal subunit	cellular_component	0000180	1	0	0
201	cytosolic large ribosomal subunit	cellular_component	0022625	0	0	0
202	cytosolic small ribosomal subunit	cellular_component	0000181	1	0	0
203	cytosolic small ribosomal subunit	cellular_component	0022627	0	0	0
204	rDNA binding	molecular_function	0000182	0	0	0
205	chromatin silencing at rDNA	biological_process	0000183	0	0	0
206	nuclear-transcribed mRNA catabolic process, nonsense-mediated decay	biological_process	0000184	0	0	0
207	activation of MAPKKK activity	biological_process	0000185	0	0	0
208	activation of MAPKK activity	biological_process	0000186	0	0	0
209	activation of MAPK activity	biological_process	0000187	0	0	0
210	inactivation of MAPK activity	biological_process	0000188	0	0	0
211	MAPK import into nucleus	biological_process	0000189	0	0	0
212	MAPKKK cascade (pseudohyphal growth)	biological_process	0000190	1	0	0
213	activation of MAPKKK (pseudohyphal growth)	biological_process	0000191	1	0	0
214	activation of MAPKK (pseudohyphal growth)	biological_process	0000192	1	0	0
215	activation of MAPK (pseudohyphal growth)	biological_process	0000193	1	0	0
216	inactivation of MAPK (pseudohyphal growth)	biological_process	0000194	1	0	0
217	nuclear translocation of MAPK (pseudohyphal growth)	biological_process	0000195	1	0	0
218	MAPK cascade involved in cell wall biogenesis	biological_process	0000196	0	0	0
219	activation of MAPKKK activity involved in cell wall biogenesis	biological_process	0000197	0	0	0
220	activation of MAPKK activity involved in cell wall biogenesis	biological_process	0000198	0	0	0
221	activation of MAPK activity involved in cell wall biogenesis	biological_process	0000199	0	0	0
222	inactivation of MAPK activity involved in cell wall biogenesis	biological_process	0000200	0	0	0
223	MAPK import into nucleus involved in cell wall biogenesis	biological_process	0000201	0	0	0
224	MAPKKK cascade during sporulation (sensu Saccharomyces)	biological_process	0000202	1	0	0
225	activation of MAPKKK during sporulation (sensu Saccharomyces)	biological_process	0000203	1	0	0
226	activation of MAPKK during sporulation (sensu Saccharomyces)	biological_process	0000204	1	0	0
227	activation of MAPK during sporulation (sensu Saccharomyces)	biological_process	0000205	1	0	0
228	inactivation of MAPK during sporulation (sensu Saccharomyces)	biological_process	0000206	1	0	0
229	nuclear translocation of MAPK during sporulation (sensu Saccharomyces)	biological_process	0000207	1	0	0
230	MAPK import into nucleus involved in osmosensory signaling pathway	biological_process	0000208	0	0	0
231	protein polyubiquitination	biological_process	0000209	0	0	0
232	NAD+ diphosphatase activity	molecular_function	0000210	0	0	0
233	protein degradation tagging activity	molecular_function	0000211	1	0	0
234	protein binding	molecular_function	0005515	0	0	0
235	modification-dependent protein catabolic process	biological_process	0019941	0	0	0
236	protein ubiquitination involved in ubiquitin-dependent protein catabolic process	biological_process	0042787	0	0	0
237	meiotic spindle organization	biological_process	0000212	0	0	0
238	tRNA-intron endonuclease activity	molecular_function	0000213	0	0	0
239	tRNA-intron endonuclease complex	cellular_component	0000214	0	0	0
240	tRNA 2'-phosphotransferase activity	molecular_function	0000215	0	0	0
241	M/G1 transition of mitotic cell cycle	biological_process	0000216	1	0	0
242	DNA secondary structure binding	molecular_function	0000217	0	0	0
243	vacuolar hydrogen-transporting ATPase	cellular_component	0000219	1	0	0
244	proton-transporting two-sector ATPase complex	cellular_component	0016469	0	0	0
245	vacuolar proton-transporting V-type ATPase, V0 domain	cellular_component	0000220	0	0	0
246	vacuolar proton-transporting V-type ATPase, V1 domain	cellular_component	0000221	0	0	0
247	plasma membrane proton-transporting V-type ATPase, V0 domain	cellular_component	0000222	0	0	0
248	plasma membrane proton-transporting V-type ATPase, V1 domain	cellular_component	0000223	0	0	0
249	peptide-N4-(N-acetyl-beta-glucosaminyl)asparagine amidase activity	molecular_function	0000224	0	0	0
250	N-acetylglucosaminylphosphatidylinositol deacetylase activity	molecular_function	0000225	0	0	0
251	microtubule cytoskeleton organization	biological_process	0000226	0	0	0
252	oxaloacetate secondary active transmembrane transporter activity	molecular_function	0000227	0	0	0
253	nuclear chromosome	cellular_component	0000228	0	0	0
254	cytoplasmic chromosome	cellular_component	0000229	0	0	0
255	nuclear mitotic chromosome	cellular_component	0000230	1	0	0
256	condensed nuclear chromosome	cellular_component	0000794	0	0	0
257	cytoplasmic mitotic chromosome	cellular_component	0000231	1	0	0
258	condensed chromosome	cellular_component	0000793	0	0	0
259	nuclear interphase chromosome	cellular_component	0000232	1	0	0
260	cytoplasmic interphase chromosome	cellular_component	0000233	1	0	0
261	phosphoethanolamine N-methyltransferase activity	molecular_function	0000234	0	0	0
262	astral microtubule	cellular_component	0000235	0	0	0
263	mitotic prometaphase	biological_process	0000236	0	0	0
264	leptotene	biological_process	0000237	0	0	0
265	zygotene	biological_process	0000238	0	0	0
266	pachytene	biological_process	0000239	0	0	0
267	diplotene	biological_process	0000240	0	0	0
268	diakinesis	biological_process	0000241	0	0	0
269	pericentriolar material	cellular_component	0000242	0	0	0
270	commitment complex	cellular_component	0000243	0	0	0
271	assembly of spliceosomal tri-snRNP	biological_process	0000244	0	0	0
272	spliceosomal complex assembly	biological_process	0000245	0	0	0
273	delta24(24-1) sterol reductase activity	molecular_function	0000246	0	0	0
274	C-8 sterol isomerase activity	molecular_function	0000247	0	0	0
275	C-5 sterol desaturase activity	molecular_function	0000248	0	0	0
276	C-22 sterol desaturase activity	molecular_function	0000249	0	0	0
277	lanosterol synthase activity	molecular_function	0000250	0	0	0
278	C-3 sterol dehydrogenase (C-4 sterol decarboxylase) activity	molecular_function	0000252	0	0	0
279	3-keto sterol reductase activity	molecular_function	0000253	0	0	0
280	C-4 methylsterol oxidase activity	molecular_function	0000254	0	0	0
281	allantoin metabolic process	biological_process	0000255	0	0	0
282	allantoin catabolic process	biological_process	0000256	0	0	0
283	nitrilase activity	molecular_function	0000257	0	0	0
284	isoleucine/valine:sodium symporter activity	molecular_function	0000258	1	0	0
285	sodium:amino acid symporter activity	molecular_function	0005283	0	0	0
286	L-valine transmembrane transporter activity	molecular_function	0005304	0	0	0
287	L-isoleucine transmembrane transporter activity	molecular_function	0015188	0	0	0
288	intracellular nucleoside transmembrane transporter activity	molecular_function	0000259	1	0	0
289	nucleoside transmembrane transporter activity	molecular_function	0005337	0	0	0
290	intracellular	cellular_component	0005622	0	0	0
291	hydrogen-translocating V-type ATPase activity	molecular_function	0000260	1	0	0
292	proton-transporting ATPase activity, rotational mechanism	molecular_function	0046961	0	0	0
293	sodium-translocating V-type ATPase activity	molecular_function	0000261	1	0	0
294	sodium-transporting ATPase activity, rotational mechanism	molecular_function	0046962	0	0	0
295	mitochondrial chromosome	cellular_component	0000262	0	0	0
296	heterotrimeric G-protein GTPase, alpha-subunit	molecular_function	0000263	1	0	0
297	GTPase activity	molecular_function	0003924	0	0	0
298	heterotrimeric G-protein complex	cellular_component	0005834	0	0	0
299	heterotrimeric G-protein GTPase, beta-subunit	molecular_function	0000264	1	0	0
300	heterotrimeric G-protein GTPase, gamma-subunit	molecular_function	0000265	1	0	0
301	mitochondrial fission	biological_process	0000266	0	0	0
302	cell fraction	cellular_component	0000267	1	0	0
303	cellular_component	cellular_component	0005575	0	0	0
304	peroxisome targeting sequence binding	molecular_function	0000268	0	0	0
305	toxin export channel activity	molecular_function	0000269	0	0	0
306	peptidoglycan metabolic process	biological_process	0000270	0	0	0
307	polysaccharide biosynthetic process	biological_process	0000271	0	0	0
308	polysaccharide catabolic process	biological_process	0000272	0	0	0
309	mitochondrial proton-transporting ATP synthase, stator stalk	cellular_component	0000274	0	0	0
310	mitochondrial proton-transporting ATP synthase complex, catalytic core F(1)	cellular_component	0000275	0	0	0
311	mitochondrial proton-transporting ATP synthase complex, coupling factor F(o)	cellular_component	0000276	0	0	0
312	[cytochrome c]-lysine N-methyltransferase activity	molecular_function	0000277	0	0	0
313	mitotic cell cycle	biological_process	0000278	0	0	0
314	M phase	biological_process	0000279	0	0	0
315	nuclear division	biological_process	0000280	0	0	0
316	mitotic cytokinesis	biological_process	0000281	0	0	0
317	cellular bud site selection	biological_process	0000282	0	0	0
318	shmoo orientation	biological_process	0000284	1	0	0
319	cell morphogenesis involved in conjugation with cellular fusion	biological_process	0000753	0	0	0
320	1-phosphatidylinositol-3-phosphate 5-kinase activity	molecular_function	0000285	0	0	0
321	alanine dehydrogenase activity	molecular_function	0000286	0	0	0
322	magnesium ion binding	molecular_function	0000287	0	0	0
323	nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay	biological_process	0000288	0	0	0
324	nuclear-transcribed mRNA poly(A) tail shortening	biological_process	0000289	0	0	0
325	deadenylation-dependent decapping of nuclear-transcribed mRNA	biological_process	0000290	0	0	0
326	nuclear-transcribed mRNA catabolic process, exonucleolytic	biological_process	0000291	0	0	0
327	RNA fragment catabolic process	biological_process	0000292	0	0	0
328	ferric-chelate reductase activity	molecular_function	0000293	0	0	0
329	nuclear-transcribed mRNA catabolic process, endonucleolytic cleavage-dependent decay	biological_process	0000294	0	0	0
330	adenine nucleotide transmembrane transporter activity	molecular_function	0000295	0	0	0
331	spermine transport	biological_process	0000296	0	0	0
332	spermine transmembrane transporter activity	molecular_function	0000297	0	0	0
333	endopolyphosphatase activity	molecular_function	0000298	0	0	0
334	integral to membrane of membrane fraction	cellular_component	0000299	1	0	0
335	integral to membrane	cellular_component	0016021	0	0	0
336	peripheral to membrane of membrane fraction	cellular_component	0000300	1	0	0
337	extrinsic to membrane	cellular_component	0019898	0	0	0
338	retrograde transport, vesicle recycling within Golgi	biological_process	0000301	0	0	0
339	response to reactive oxygen species	biological_process	0000302	0	0	0
340	response to superoxide	biological_process	0000303	0	0	0
341	response to singlet oxygen	biological_process	0000304	0	0	0
342	response to oxygen radical	biological_process	0000305	0	0	0
343	extrinsic to vacuolar membrane	cellular_component	0000306	0	0	0
344	cyclin-dependent protein kinase holoenzyme complex	cellular_component	0000307	0	0	0
345	cytoplasmic cyclin-dependent protein kinase holoenzyme complex	cellular_component	0000308	0	0	0
346	nicotinamide-nucleotide adenylyltransferase activity	molecular_function	0000309	0	0	0
347	xanthine phosphoribosyltransferase activity	molecular_function	0000310	0	0	0
348	plastid large ribosomal subunit	cellular_component	0000311	0	0	0
349	plastid small ribosomal subunit	cellular_component	0000312	0	0	0
350	organellar ribosome	cellular_component	0000313	0	0	0
351	organellar small ribosomal subunit	cellular_component	0000314	0	0	0
352	organellar large ribosomal subunit	cellular_component	0000315	0	0	0
353	sulfite transport	biological_process	0000316	0	0	0
354	sulfite transmembrane transporter activity	molecular_function	0000319	0	0	0
355	re-entry into mitotic cell cycle	biological_process	0000320	0	0	0
356	re-entry into mitotic cell cycle after pheromone arrest	biological_process	0000321	0	0	0
357	storage vacuole	cellular_component	0000322	0	0	0
358	lytic vacuole	cellular_component	0000323	0	0	0
359	fungal-type vacuole	cellular_component	0000324	0	0	0
360	plant-type vacuole	cellular_component	0000325	0	0	0
361	protein storage vacuole	cellular_component	0000326	0	0	0
362	lytic vacuole within protein storage vacuole	cellular_component	0000327	0	0	0
363	fungal-type vacuole lumen	cellular_component	0000328	0	0	0
364	fungal-type vacuole membrane	cellular_component	0000329	0	0	0
365	plant-type vacuole lumen	cellular_component	0000330	0	0	0
366	contractile vacuole	cellular_component	0000331	0	0	0
367	template for synthesis of G-rich strand of telomere DNA activity	molecular_function	0000332	0	0	0
368	telomerase catalytic core complex	cellular_component	0000333	0	0	0
369	3-hydroxyanthranilate 3,4-dioxygenase activity	molecular_function	0000334	0	0	0
370	negative regulation of transposition, DNA-mediated	biological_process	0000335	0	0	0
371	positive regulation of transposition, DNA-mediated	biological_process	0000336	0	0	0
372	regulation of transposition, DNA-mediated	biological_process	0000337	0	0	0
373	protein deneddylation	biological_process	0000338	0	0	0
374	RNA cap binding	molecular_function	0000339	0	0	0
375	RNA 7-methylguanosine cap binding	molecular_function	0000340	0	0	0
376	RNA trimethylguanosine cap binding	molecular_function	0000341	0	0	0
377	RNA cap 4 binding	molecular_function	0000342	0	0	0
378	plastid-encoded plastid RNA polymerase complex A	cellular_component	0000343	0	0	0
379	plastid-encoded plastid RNA polymerase complex B	cellular_component	0000344	0	0	0
380	cytosolic DNA-directed RNA polymerase complex	cellular_component	0000345	0	0	0
381	transcription export complex	cellular_component	0000346	0	0	0
382	THO complex	cellular_component	0000347	0	0	0
383	mRNA branch site recognition	biological_process	0000348	0	0	0
384	generation of catalytic spliceosome for first transesterification step	biological_process	0000349	0	0	0
385	generation of catalytic spliceosome for second transesterification step	biological_process	0000350	0	0	0
386	trans assembly of SL-containing precatalytic spliceosome	biological_process	0000352	0	0	0
387	formation of quadruple SL/U4/U5/U6 snRNP	biological_process	0000353	0	0	0
388	cis assembly of pre-catalytic spliceosome	biological_process	0000354	0	0	0
389	first U2-type spliceosomal transesterification activity	molecular_function	0000362	1	0	0
390	first spliceosomal transesterification activity	molecular_function	0000384	0	0	0
391	first U12-type spliceosomal transesterification activity	molecular_function	0000363	1	0	0
392	second U2-type spliceosomal transesterification activity	molecular_function	0000364	1	0	0
393	second spliceosomal transesterification activity	molecular_function	0000386	0	0	0
394	mRNA trans splicing, via spliceosome	biological_process	0000365	0	0	0
395	intergenic mRNA trans splicing	biological_process	0000366	0	0	0
396	second U12-type spliceosomal transesterification activity	molecular_function	0000367	1	0	0
397	Group I intron splicing	biological_process	0000372	0	0	0
398	Group II intron splicing	biological_process	0000373	0	0	0
399	Group III intron splicing	biological_process	0000374	0	0	0
400	RNA splicing, via transesterification reactions	biological_process	0000375	0	0	0
401	RNA splicing, via transesterification reactions with guanosine as nucleophile	biological_process	0000376	0	0	0
402	RNA splicing, via transesterification reactions with bulged adenosine as nucleophile	biological_process	0000377	0	0	0
403	RNA exon ligation	biological_process	0000378	0	0	0
404	tRNA-type intron splice site recognition and cleavage	biological_process	0000379	0	0	0
405	alternative mRNA splicing, via spliceosome	biological_process	0000380	0	0	0
406	regulation of alternative mRNA splicing, via spliceosome	biological_process	0000381	0	0	0
407	spliceosomal snRNP assembly	biological_process	0000387	0	0	0
408	spliceosome conformational change to release U4 (or U4atac) and U1 (or U11)	biological_process	0000388	0	0	0
409	mRNA 3'-splice site recognition	biological_process	0000389	0	0	0
410	spliceosomal complex disassembly	biological_process	0000390	0	0	0
411	spliceosomal conformational changes to generate catalytic conformation	biological_process	0000393	0	0	0
412	RNA splicing, via endonucleolytic cleavage and ligation	biological_process	0000394	0	0	0
413	mRNA 5'-splice site recognition	biological_process	0000395	0	0	0
414	mRNA splicing, via spliceosome	biological_process	0000398	0	0	0
415	cellular bud neck septin structure	cellular_component	0000399	0	0	0
416	four-way junction DNA binding	molecular_function	0000400	0	0	0
417	open form four-way junction DNA binding	molecular_function	0000401	0	0	0
418	crossed form four-way junction DNA binding	molecular_function	0000402	0	0	0
419	Y-form DNA binding	molecular_function	0000403	0	0	0
420	loop DNA binding	molecular_function	0000404	0	0	0
421	bubble DNA binding	molecular_function	0000405	0	0	0
422	double-strand/single-strand DNA junction binding	molecular_function	0000406	0	0	0
423	pre-autophagosomal structure	cellular_component	0000407	0	0	0
424	EKC/KEOPS complex	cellular_component	0000408	0	0	0
425	regulation of transcription by galactose	biological_process	0000409	0	0	0
426	negative regulation of transcription by galactose	biological_process	0000410	0	0	0
427	positive regulation of transcription by galactose	biological_process	0000411	0	0	0
428	histone peptidyl-prolyl isomerization	biological_process	0000412	0	0	0
429	protein peptidyl-prolyl isomerization	biological_process	0000413	0	0	0
430	regulation of histone H3-K36 methylation	biological_process	0000414	0	0	0
431	negative regulation of histone H3-K36 methylation	biological_process	0000415	0	0	0
432	positive regulation of histone H3-K36 methylation	biological_process	0000416	0	0	0
433	HIR complex	cellular_component	0000417	0	0	0
